word,diff,rt,st,avg_at_tick_2,avg_at_tick_3,avg_at_tick_4,avg_at_tick_5,avg_at_tick_6,avg_at_tick_7,avg_at_tick_8,avg_at_tick_9,avg_at_tick_10,avg_at_tick_11,avg_at_tick_12,avg_at_tick_13,avg_at_tick_14,avg_at_tick_15,avg_at_tick_16,avg_at_tick_17,avg_at_tick_18,avg_at_tick_19,avg_at_tick_20
77_KAN,0.0,10,12,0.06606350788,0.03374499601,0.02572671964,0.031853599169999997,0.050834449590000004,0.07884925257999999,0.09433379816599999,0.07123028213299999,0.03260266864,0.012984669025700002,0.005771229933030002,0.0029125607771999986,0.0016199754215300013,0.0009781769112829988,0.0006390588054930015,0.00044485840720200065,0.00032522532144899747,0.000253618930474999,0.0002088719759889989
78_NIN,0.0,10,12,0.06606350788,0.03197293197000001,0.03094831498,0.038322393930000004,0.051018704930000006,0.060090677243000004,0.053826080395,0.039202459955000005,0.0233697251861,0.013013239016899993,0.007184157185700002,0.004096515207499999,0.0024585832191499997,0.00156009805034,0.0010421681108799985,0.0007354642341400012,0.0005446684007999976,0.0004201982620499998,0.00033565788300000276
79_LUD,0.0,8,9,0.06606350788,0.03171094688,0.02399670092,0.02178263294,0.019183263300000003,0.015330464028,0.01147071946,0.008269061327000003,0.005919443081999999,0.004335880308,0.0032457359859000014,0.002475537656700001,0.001916107941200001,0.0014949919908999988,0.0011773291944999985,0.000937222693900002,0.0007521959880999996,0.0006087522123999977,0.0004980807096000004
80_SOD,0.0,13,14,0.06606350788,0.03579610435,0.027065322259999997,0.024286810365,0.024875990495999995,0.027606425396999996,0.03358419129600001,0.0378511598339,0.0350175639282,0.02676296518691,0.018626364381099998,0.011966368637,0.006875101368430001,0.003992499281880003,0.0024162431263000024,0.0015331608708099972,0.0010210244700700024,0.0007053907843200004,0.0005025126433299969
81_MEK,0.0,11,14,0.06606350788,0.03220249421,0.024696245509999996,0.02391226632,0.026656406869999996,0.03079533868,0.033257889699999994,0.031798649814000005,0.027175839437999998,0.021722177230000007,0.0160167499382,0.011019585965700003,0.007371013821800002,0.004921366621699997,0.0033287041113200027,0.002291635865779999,0.0016080166270399992,0.001148669537460001,0.000833262089789997
82_DOB,0.0,11,13,0.06606350788,0.03305729083,0.02635228238,0.026916353639999998,0.03072306846,0.036842380763000004,0.038625924011,0.0329243858491,0.023829316996100004,0.0175811436982,0.012761459592510002,0.008672243753499998,0.005605669122250001,0.0035800325434900003,0.0023204051450310004,0.0015456489329609994,0.0010628553279600004,0.0007532100952419999,0.0005483142069739991
83_ROS,0.0,12,16,0.06606350788,0.03288949603000001,0.02898619928,0.03357661236,0.039532440599999996,0.044628705053000005,0.04506737415900001,0.04220472500600001,0.03831599986780001,0.03456365337799999,0.02986759949432,0.023616919473069996,0.016952978990277003,0.011358699703771995,0.007308391524865001,0.004602845578047001,0.0028950789533989966,0.001851533235877003,0.0012159683823399997
84_ROL,0.0,13,15,0.06606350788,0.028496332410000002,0.02579327448,0.023928639519999996,0.022692473888999996,0.027052642837,0.035694225105,0.0429971880713,0.044451461961099996,0.039796385099499995,0.03128362427280001,0.021243531064199992,0.012736352363280008,0.007235193213669997,0.004132045956990001,0.002429256082408001,0.0014742289449870022,0.000919201672867001,0.0006257478746479976
85_SEL,0.0,12,15,0.06606350788,0.029990720610000007,0.02216511227,0.0190892629,0.01851877297,0.01976485918,0.02262500554,0.026425457732999997,0.030210482382999997,0.031653253875,0.027605312667699992,0.01939465580450001,0.011744318572599997,0.0067928964176000054,0.003942969388299995,0.0023878332227100026,0.0016441884436199999,0.0012559679158400008,0.0011492699622699986
86_DUS,0.0,12,14,0.06606350788,0.027679326120000004,0.01967267974,0.02451432701900001,0.031002698994,0.041910855569000004,0.05606172913930001,0.06918662358793999,0.075509933543353,0.063792627276617,0.038976469477727996,0.019688740196671006,0.009737442662672999,0.005155228019734005,0.0029653808720679965,0.0018169132126989985,0.0011722400395300031,0.0007983353868899986,0.0005691344829410015
87_MIN,0.0,10,13,0.06606350788,0.032598582380000005,0.023576359239999997,0.025153231879999995,0.03084091488,0.03825095507,0.046990557445,0.050447879522,0.04397231389699999,0.029829940654999998,0.01691943308970001,0.009089023439499999,0.0052460167218,0.0035042572580000005,0.002845301869090001,0.0026910440666800006,0.002780971528429997,0.0029871984057199983,0.0032428789182200033
88_MEP,0.0,10,13,0.06606350788,0.03087387374,0.02459817821,0.02204443133,0.02103169943,0.021698247859999995,0.022660103281999997,0.022741622746,0.020974736367299997,0.016923333888999997,0.011855805686549996,0.007589500795940002,0.004750590021389999,0.003136124129529998,0.002238257807559998,0.001746416881766002,0.001468229441281001,0.0012943736317320004,0.0011832999877819986
89_PUK,0.0,11,14,0.06606350788,0.03477368814000001,0.025989215220000007,0.02632676472000001,0.03456842733999999,0.049250784912000016,0.0632349850524,0.07211449776832,0.06986459720504999,0.047121763100047,0.023002419084117,0.010618417440786003,0.005379031103266002,0.0030517344339530002,0.001899568143879001,0.0012824729903270033,0.0009321391588739942,0.0007220930201450027,0.0005709028216540027
90_SOR,0.0,12,14,0.06606350788,0.03171105599,0.021398883959999993,0.019632156979999996,0.024991645060999993,0.034835455226999996,0.046885712211,0.05456487007529999,0.0514191587028,0.03986222347529999,0.02690309497530001,0.01628484740328,0.009436102765329997,0.00545011574564,0.0032110487536799997,0.001953834646045002,0.0012393556557669994,0.0008256202776080021,0.0005750791765779927
91_SOP,0.0,12,15,0.06606350788,0.03088551137,0.02202492998,0.018546956240000002,0.017446969835999995,0.016767559591,0.016335631121,0.0166980105547,0.017593221883099995,0.018257797338799998,0.01733191540104,0.014282291743419996,0.010317991080840002,0.006898871371689997,0.00454853970173,0.0031045277261700015,0.0022377046655799987,0.0017037791418200014,0.0013707755467699994
92_LUP,0.0,12,15,0.06606350788,0.028419263490000003,0.017667165470000003,0.016061551299999997,0.01890386731,0.024716169640000004,0.03303658831,0.04131339212,0.046145116143999985,0.044485347757000006,0.034346599884000004,0.022291371744000005,0.013372721616599994,0.007991440225500003,0.004946914650499999,0.0032068837569000012,0.002169353472300003,0.0015232619604099986,0.0011106075231799998
93_LIL,0.0,12,16,0.06606350788,0.02549443909,0.017559312900000002,0.02051549902,0.027393906530000005,0.03984394446,0.05240795946999999,0.06100612170900001,0.06394757223400001,0.062448250109699996,0.0517023921247,0.03486287800757,0.019889932436982997,0.010453526889936006,0.0055119577224109935,0.003063702539281004,0.001815521715219996,0.0011396317951129986,0.0007535572738510029
